route,FL_DATE,flights
DSM-PHL,2020-01-01,26
DSM-PHX,2018-08-01,61
DSM-PHX,2020-01-01,70
DSM-PIE,2018-08-01,11
DSM-PIE,2020-01-01,7
DSM-SFB,2018-08-01,11
DSM-SFB,2020-01-01,9
DSM-SFO,2018-08-01,13
DSM-SLC,2018-08-01,28
DSM-SLC,2020-01-01,18
DSM-SRQ,2020-01-01,7
DSM-STL,2018-08-01,58
DSM-STL,2020-01-01,52
DTW-ABE,2018-08-01,84
DTW-ABE,2020-01-01,77
DTW-ALB,2018-08-01,112
DTW-ALB,2020-01-01,93
DTW-APN,2018-08-01,31
DTW-APN,2020-01-01,25
DTW-ATL,2018-08-01,500
DTW-ATL,2020-01-01,357
DTW-ATW,2018-08-01,108
DTW-ATW,2020-01-01,47
DTW-AUS,2018-08-01,105
DTW-AUS,2020-01-01,105
DTW-AVP,2018-08-01,89
DTW-AVP,2020-01-01,63
DTW-AZO,2018-08-01,145
DTW-AZO,2020-01-01,101
DTW-BDL,2018-08-01,120
DTW-BDL,2020-01-01,115
DTW-BGM,2018-08-01,85
DTW-BGM,2020-01-01,50
DTW-BHM,2018-08-01,89
DTW-BHM,2020-01-01,5
DTW-BNA,2018-08-01,231
DTW-BNA,2020-01-01,205
DTW-BOS,2018-08-01,353
DTW-BOS,2020-01-01,240
DTW-BTV,2018-08-01,87
DTW-BTV,2020-01-01,65
DTW-BUF,2018-08-01,145
DTW-BUF,2020-01-01,101
DTW-BWI,2018-08-01,272
DTW-BWI,2020-01-01,194
DTW-BZN,2020-01-01,7
DTW-CAK,2018-08-01,89
DTW-CHA,2018-08-01,50
DTW-CHA,2020-01-01,41
DTW-CHS,2018-08-01,60
DTW-CHS,2020-01-01,4
DTW-CID,2018-08-01,116
DTW-CID,2020-01-01,69
DTW-CIU,2018-08-01,27
DTW-CIU,2020-01-01,22
DTW-CLE,2018-08-01,151
DTW-CLE,2020-01-01,112
DTW-CLT,2018-08-01,351
DTW-CLT,2020-01-01,269
DTW-CMH,2018-08-01,173
DTW-CMH,2020-01-01,149
DTW-CVG,2018-08-01,166
DTW-CVG,2020-01-01,113
DTW-CWA,2018-08-01,58
DTW-CWA,2020-01-01,48
DTW-DAL,2018-08-01,31
DTW-DAL,2020-01-01,7
DTW-DAY,2018-08-01,112
DTW-DAY,2020-01-01,89
DTW-DCA,2018-08-01,280
DTW-DCA,2020-01-01,243
DTW-DEN,2018-08-01,301
DTW-DEN,2020-01-01,190
DTW-DFW,2018-08-01,362
DTW-DFW,2020-01-01,228
DTW-DSM,2018-08-01,87
DTW-DSM,2020-01-01,93
DTW-ELM,2018-08-01,151
DTW-ELM,2020-01-01,119
DTW-ERI,2018-08-01,86
DTW-ERI,2020-01-01,69
DTW-ESC,2018-08-01,54
DTW-ESC,2020-01-01,44
DTW-EVV,2018-08-01,85
DTW-EVV,2020-01-01,69
DTW-EWR,2018-08-01,382
DTW-EWR,2020-01-01,193
DTW-FLL,2018-08-01,205
DTW-FLL,2020-01-01,239
DTW-FWA,2018-08-01,82
DTW-FWA,2020-01-01,78
DTW-GRB,2018-08-01,109
DTW-GRB,2020-01-01,98
DTW-GRR,2018-08-01,199
DTW-GRR,2020-01-01,140
DTW-GSO,2018-08-01,89
DTW-GSO,2020-01-01,75
DTW-GSP,2018-08-01,89
DTW-GSP,2020-01-01,51
DTW-HNL,2020-01-01,4
DTW-HPN,2018-08-01,81
DTW-HPN,2020-01-01,84
DTW-HSV,2018-08-01,30
DTW-HSV,2020-01-01,23
DTW-IAD,2018-08-01,230
DTW-IAD,2020-01-01,149
DTW-IAH,2018-08-01,307
DTW-IAH,2020-01-01,240
DTW-IMT,2018-08-01,27
DTW-IMT,2020-01-01,20
DTW-IND,2018-08-01,201
DTW-IND,2020-01-01,174
DTW-ITH,2018-08-01,85
DTW-ITH,2020-01-01,51
DTW-JAX,2018-08-01,31
DTW-JAX,2020-01-01,66
DTW-JFK,2018-08-01,149
DTW-JFK,2020-01-01,118
DTW-LAN,2018-08-01,120
DTW-LAN,2020-01-01,120
DTW-LAS,2018-08-01,283
DTW-LAS,2020-01-01,272
DTW-LAX,2018-08-01,261
DTW-LAX,2020-01-01,165
DTW-LEX,2018-08-01,127
DTW-LEX,2020-01-01,99
DTW-LGA,2018-08-01,422
DTW-LGA,2020-01-01,340
DTW-LIT,2018-08-01,26
DTW-LSE,2020-01-01,29
DTW-MBS,2018-08-01,147
DTW-MBS,2020-01-01,72
DTW-MCI,2018-08-01,147
DTW-MCI,2020-01-01,97
DTW-MCO,2018-08-01,287
DTW-MCO,2020-01-01,304
DTW-MDT,2018-08-01,114
DTW-MDT,2020-01-01,73
DTW-MDW,2018-08-01,253
DTW-MDW,2020-01-01,193
DTW-MEM,2018-08-01,84
DTW-MEM,2020-01-01,57
DTW-MHT,2018-08-01,88
DTW-MHT,2020-01-01,44
DTW-MIA,2018-08-01,140
DTW-MIA,2020-01-01,122
DTW-MKE,2018-08-01,196
DTW-MKE,2020-01-01,126
DTW-MLI,2018-08-01,58
DTW-MLI,2020-01-01,45
DTW-MQT,2018-08-01,50
DTW-MQT,2020-01-01,28
DTW-MSN,2018-08-01,173
DTW-MSN,2020-01-01,82
DTW-MSP,2018-08-01,270
DTW-MSP,2020-01-01,214
DTW-MSY,2018-08-01,118
DTW-MSY,2020-01-01,98
DTW-MYR,2018-08-01,85
DTW-OAK,2018-08-01,31
DTW-OKC,2018-08-01,58
DTW-OKC,2020-01-01,30
DTW-OMA,2018-08-01,115
DTW-OMA,2020-01-01,69
DTW-ORD,2018-08-01,633
DTW-ORD,2020-01-01,408
DTW-ORF,2018-08-01,116
DTW-ORF,2020-01-01,79
DTW-ORH,2020-01-01,22
DTW-PBI,2018-08-01,29
DTW-PBI,2020-01-01,37
DTW-PDX,2018-08-01,70
DTW-PDX,2020-01-01,22
DTW-PHL,2018-08-01,350
DTW-PHL,2020-01-01,156
DTW-PHX,2018-08-01,202
DTW-PHX,2020-01-01,194
DTW-PIA,2018-08-01,58
DTW-PIT,2018-08-01,150
DTW-PIT,2020-01-01,121
DTW-PLN,2018-08-01,85
DTW-PLN,2020-01-01,48
DTW-PVD,2018-08-01,115
DTW-PVD,2020-01-01,75
DTW-PWM,2018-08-01,89
DTW-PWM,2020-01-01,50
DTW-RDU,2018-08-01,136
DTW-RDU,2020-01-01,97
DTW-RIC,2018-08-01,114
DTW-RIC,2020-01-01,71
DTW-ROC,2018-08-01,119
DTW-ROC,2020-01-01,93
DTW-RSW,2018-08-01,82
DTW-RSW,2020-01-01,227
DTW-SAN,2018-08-01,127
DTW-SAN,2020-01-01,53
DTW-SAT,2018-08-01,88
DTW-SAT,2020-01-01,45
DTW-SAV,2018-08-01,30
DTW-SAV,2020-01-01,3
DTW-SBN,2018-08-01,143
DTW-SBN,2020-01-01,96
DTW-SCE,2018-08-01,86
DTW-SCE,2020-01-01,51
DTW-SDF,2018-08-01,151
DTW-SDF,2020-01-01,99
DTW-SEA,2018-08-01,281
DTW-SEA,2020-01-01,120
DTW-SFO,2018-08-01,168
DTW-SFO,2020-01-01,122
DTW-SJC,2020-01-01,25
DTW-SJU,2020-01-01,30
DTW-SLC,2018-08-01,134
DTW-SLC,2020-01-01,109
DTW-SMF,2020-01-01,22
DTW-SNA,2018-08-01,27
DTW-SNA,2020-01-01,22
DTW-SRQ,2020-01-01,7
DTW-STL,2018-08-01,233
DTW-STL,2020-01-01,188
DTW-SWF,2018-08-01,56
DTW-SWF,2020-01-01,28
DTW-SYR,2018-08-01,112
DTW-SYR,2020-01-01,86
DTW-TPA,2018-08-01,145
DTW-TPA,2020-01-01,244
DTW-TTN,2018-08-01,18
DTW-TUL,2018-08-01,27
DTW-TVC,2018-08-01,161
DTW-TVC,2020-01-01,89
DTW-TYS,2018-08-01,143
DTW-TYS,2020-01-01,99
DUT-ANC,2018-08-01,71
DVL-DEN,2018-08-01,23
DVL-DEN,2020-01-01,22
DVL-JMS,2018-08-01,29
DVL-JMS,2020-01-01,25
EAR-DEN,2020-01-01,54
EAR-ORD,2020-01-01,24
EAT-SEA,2018-08-01,110
EAU-ORD,2018-08-01,59
EAU-ORD,2020-01-01,48
ECP-ATL,2018-08-01,186
ECP-ATL,2020-01-01,162
ECP-AUS,2018-08-01,5
ECP-BNA,2018-08-01,67
ECP-BNA,2020-01-01,55
ECP-BWI,2018-08-01,6
ECP-CLT,2018-08-01,59
ECP-CLT,2020-01-01,58
ECP-DAL,2018-08-01,40
ECP-DAL,2020-01-01,7
ECP-DCA,2020-01-01,24
ECP-DEN,2018-08-01,1
ECP-DFW,2018-08-01,62
ECP-DFW,2020-01-01,49
ECP-HOU,2018-08-01,38
ECP-HOU,2020-01-01,28
ECP-IAH,2018-08-01,76
ECP-IAH,2020-01-01,52
ECP-MDW,2018-08-01,4
ECP-STL,2018-08-01,10
EGE-ATL,2020-01-01,29
EGE-DEN,2018-08-01,60
EGE-DEN,2020-01-01,71
EGE-DFW,2018-08-01,31
EGE-DFW,2020-01-01,49
EGE-EWR,2020-01-01,23
EGE-IAH,2020-01-01,29
EGE-JFK,2020-01-01,24
EGE-LAX,2020-01-01,32
EGE-LGA,2020-01-01,1
EGE-MIA,2020-01-01,21
EGE-ORD,2020-01-01,53
EGE-PHL,2020-01-01,1
EGE-PHX,2020-01-01,4
EGE-SFO,2020-01-01,24
EGE-SLC,2020-01-01,3
EKO-SLC,2018-08-01,55
EKO-SLC,2020-01-01,52
ELM-ATL,2020-01-01,2
ELM-DTW,2018-08-01,151
ELM-DTW,2020-01-01,132
ELM-EWR,2018-08-01,56
ELM-PGD,2020-01-01,5
ELM-PIE,2018-08-01,9
ELM-PIE,2020-01-01,6
ELM-SFB,2018-08-01,18
ELM-SFB,2020-01-01,12
ELP-ATL,2018-08-01,83
ELP-ATL,2020-01-01,54
ELP-AUS,2018-08-01,81
ELP-AUS,2020-01-01,44
ELP-DAL,2018-08-01,120
ELP-DAL,2020-01-01,113
ELP-DEN,2018-08-01,149
ELP-DEN,2020-01-01,104
ELP-DFW,2018-08-01,261
ELP-DFW,2020-01-01,211
ELP-HOU,2018-08-01,87
ELP-HOU,2020-01-01,79
ELP-IAH,2018-08-01,137
ELP-IAH,2020-01-01,143
ELP-LAS,2018-08-01,72
ELP-LAS,2020-01-01,65
ELP-LAX,2018-08-01,120
ELP-LAX,2020-01-01,43
ELP-ORD,2018-08-01,132
ELP-ORD,2020-01-01,58
ELP-PHX,2018-08-01,259
ELP-PHX,2020-01-01,195
ELP-SAN,2018-08-01,8
ELP-SAN,2020-01-01,27
ELP-SAT,2018-08-01,82
ELP-SAT,2020-01-01,55
ELP-SFB,2018-08-01,2
ELP-SJC,2020-01-01,1
ERI-DTW,2018-08-01,86
ERI-DTW,2020-01-01,73
ERI-ORD,2018-08-01,60
ERI-ORD,2020-01-01,7
ERI-PHL,2018-08-01,55
ESC-DTW,2018-08-01,54
ESC-DTW,2020-01-01,39
EUG-AZA,2018-08-01,9
EUG-AZA,2020-01-01,6
EUG-DEN,2018-08-01,85
EUG-DEN,2020-01-01,80
EUG-LAS,2018-08-01,9
EUG-LAS,2020-01-01,7
EUG-LAX,2018-08-01,71
EUG-LAX,2020-01-01,104
EUG-OAK,2018-08-01,13
EUG-OAK,2020-01-01,6
EUG-ORD,2020-01-01,28
EUG-PDX,2018-08-01,91
EUG-PHX,2018-08-01,31
EUG-PHX,2020-01-01,28
EUG-SAN,2018-08-01,4
EUG-SEA,2018-08-01,212
EUG-SEA,2020-01-01,43
EUG-SFO,2018-08-01,145
EUG-SFO,2020-01-01,99
EUG-SJC,2018-08-01,25
EUG-SLC,2018-08-01,64
EUG-SLC,2020-01-01,57
EVV-ATL,2018-08-01,92
EVV-ATL,2020-01-01,72
EVV-CLT,2018-08-01,62
EVV-DFW,2018-08-01,56
EVV-DFW,2020-01-01,46
EVV-DTW,2018-08-01,85
EVV-DTW,2020-01-01,70
EVV-ORD,2018-08-01,168
EVV-ORD,2020-01-01,46
EVV-SFB,2018-08-01,11
EVV-SFB,2020-01-01,7
EVV-VPS,2018-08-01,8
EWN-ATL,2018-08-01,62
EWN-ATL,2020-01-01,53
EWN-CLT,2018-08-01,168
EWN-CLT,2020-01-01,116
EWR-ACK,2018-08-01,79
EWR-ALB,2018-08-01,134
EWR-ALB,2020-01-01,16
EWR-ANC,2018-08-01,4
EWR-ATL,2018-08-01,583
EWR-ATL,2020-01-01,481
EWR-AUS,2018-08-01,163
EWR-AUS,2020-01-01,92
EWR-AVL,2018-08-01,48
EWR-AVL,2020-01-01,13
EWR-AVP,2018-08-01,48
EWR-BDL,2018-08-01,84
EWR-BGR,2018-08-01,55
EWR-BGR,2020-01-01,1
EWR-BNA,2018-08-01,128
EWR-BNA,2020-01-01,112
EWR-BOS,2018-08-01,460
EWR-BOS,2020-01-01,460
EWR-BQN,2018-08-01,31
EWR-BQN,2020-01-01,16
EWR-BTV,2018-08-01,166
EWR-BTV,2020-01-01,28
EWR-BUF,2018-08-01,187
EWR-BUF,2020-01-01,55
EWR-BWI,2018-08-01,103
EWR-BZN,2018-08-01,31
EWR-BZN,2020-01-01,26
EWR-CAK,2018-08-01,49
EWR-CAK,2020-01-01,6
EWR-CHA,2018-08-01,52
EWR-CHS,2018-08-01,113
EWR-CHS,2020-01-01,43
EWR-CLE,2018-08-01,179
EWR-CLE,2020-01-01,93
EWR-CLT,2018-08-01,349
EWR-CLT,2020-01-01,348
EWR-CMH,2018-08-01,205
EWR-CMH,2020-01-01,129
EWR-CVG,2018-08-01,243
EWR-CVG,2020-01-01,112
EWR-DAY,2018-08-01,50
EWR-DAY,2020-01-01,3
EWR-DCA,2018-08-01,210
EWR-DCA,2020-01-01,117
EWR-DEN,2018-08-01,289
EWR-DEN,2020-01-01,182
EWR-DFW,2018-08-01,304
EWR-DFW,2020-01-01,244
EWR-DSM,2018-08-01,25
EWR-DTW,2018-08-01,390
EWR-DTW,2020-01-01,215
EWR-EGE,2020-01-01,26
EWR-ELM,2018-08-01,53
EWR-EYW,2018-08-01,8
EWR-EYW,2020-01-01,71
EWR-FLL,2018-08-01,399
EWR-FLL,2020-01-01,385
EWR-GRR,2018-08-01,105
EWR-GRR,2020-01-01,19
EWR-GSO,2018-08-01,91
EWR-GSO,2020-01-01,51
EWR-GSP,2018-08-01,82
EWR-GSP,2020-01-01,39
EWR-HDN,2020-01-01,2
EWR-HNL,2018-08-01,31
EWR-HNL,2020-01-01,26
EWR-IAD,2018-08-01,170
EWR-IAD,2020-01-01,83
EWR-IAH,2018-08-01,307
EWR-IAH,2020-01-01,261
EWR-IND,2018-08-01,214
EWR-IND,2020-01-01,132
EWR-ITH,2018-08-01,51
EWR-JAC,2020-01-01,25
EWR-JAX,2018-08-01,114
EWR-JAX,2020-01-01,14
EWR-LAS,2018-08-01,234
EWR-LAS,2020-01-01,198
EWR-LAX,2018-08-01,463
EWR-LAX,2020-01-01,277
EWR-LEX,2018-08-01,29
EWR-MCI,2018-08-01,86
EWR-MCI,2020-01-01,78
EWR-MCO,2018-08-01,543
EWR-MCO,2020-01-01,493
EWR-MDW,2018-08-01,159
EWR-MEM,2018-08-01,80
EWR-MEM,2020-01-01,76
EWR-MHT,2018-08-01,81
EWR-MIA,2018-08-01,197
EWR-MIA,2020-01-01,325
EWR-MKE,2018-08-01,97
EWR-MKE,2020-01-01,37
EWR-MSN,2018-08-01,56
EWR-MSN,2020-01-01,8
EWR-MSP,2018-08-01,315
EWR-MSP,2020-01-01,228
EWR-MSY,2018-08-01,118
EWR-MSY,2020-01-01,133
EWR-MTJ,2020-01-01,9
EWR-MYR,2018-08-01,79
EWR-MYR,2020-01-01,15
EWR-OAK,2018-08-01,30
EWR-OKC,2018-08-01,27
EWR-OKC,2020-01-01,3
EWR-OMA,2018-08-01,51
EWR-OMA,2020-01-01,45
EWR-ORD,2018-08-01,454
EWR-ORD,2020-01-01,336
EWR-ORF,2018-08-01,135
EWR-ORF,2020-01-01,79
EWR-PBI,2018-08-01,223
EWR-PBI,2020-01-01,272
EWR-PDX,2018-08-01,90
EWR-PDX,2020-01-01,70
EWR-PHX,2018-08-01,183
EWR-PHX,2020-01-01,175
EWR-PIT,2018-08-01,190
EWR-PIT,2020-01-01,207
EWR-PQI,2018-08-01,51
EWR-PSP,2020-01-01,5
EWR-PVD,2018-08-01,81
EWR-PVD,2020-01-01,38
EWR-PWM,2018-08-01,169
EWR-PWM,2020-01-01,59
EWR-RAP,2018-08-01,4
EWR-RDU,2018-08-01,335
EWR-RDU,2020-01-01,201
EWR-RIC,2018-08-01,157
EWR-RIC,2020-01-01,109
EWR-ROC,2018-08-01,133
EWR-ROC,2020-01-01,66
EWR-RSW,2018-08-01,120
EWR-RSW,2020-01-01,195
EWR-SAN,2018-08-01,154
EWR-SAN,2020-01-01,112
EWR-SAT,2018-08-01,30
EWR-SAT,2020-01-01,51
EWR-SAV,2018-08-01,98
EWR-SAV,2020-01-01,53
EWR-SBN,2018-08-01,24
EWR-SDF,2018-08-01,81
EWR-SDF,2020-01-01,68
EWR-SEA,2018-08-01,207
EWR-SEA,2020-01-01,106
EWR-SFO,2018-08-01,519
EWR-SFO,2020-01-01,332
EWR-SJC,2018-08-01,57
EWR-SJC,2020-01-01,20
EWR-SJU,2018-08-01,109
EWR-SJU,2020-01-01,155
EWR-SLC,2018-08-01,80
EWR-SLC,2020-01-01,101
EWR-SMF,2018-08-01,24
EWR-SMF,2020-01-01,4
EWR-SNA,2018-08-01,82
EWR-SNA,2020-01-01,74
EWR-SRQ,2018-08-01,30
EWR-SRQ,2020-01-01,75
EWR-STL,2018-08-01,191
EWR-STL,2020-01-01,89
EWR-STT,2018-08-01,1
EWR-STT,2020-01-01,27
EWR-SYR,2018-08-01,109
EWR-SYR,2020-01-01,24
EWR-TPA,2018-08-01,226
EWR-TPA,2020-01-01,216
EWR-TVC,2018-08-01,32
EWR-TYS,2018-08-01,61
EWR-TYS,2020-01-01,33
EWR-VPS,2018-08-01,11
EWR-VPS,2020-01-01,2
EWR-XNA,2018-08-01,30
EWR-XNA,2020-01-01,22
EYW-ATL,2018-08-01,124
EYW-ATL,2020-01-01,140
EYW-CLT,2018-08-01,31
EYW-CLT,2020-01-01,126
EYW-DCA,2018-08-01,5
EYW-DCA,2020-01-01,36
EYW-DFW,2018-08-01,3
EYW-DFW,2020-01-01,25
EYW-EWR,2018-08-01,7
EYW-EWR,2020-01-01,69
EYW-LGA,2020-01-01,4
EYW-MIA,2018-08-01,123
EYW-MIA,2020-01-01,114
EYW-ORD,2018-08-01,7
EYW-ORD,2020-01-01,59
EYW-PHL,2020-01-01,26
FAI-ANC,2018-08-01,205
FAI-ANC,2020-01-01,163
FAI-MSP,2018-08-01,31
FAI-ORD,2018-08-01,19
FAI-SCC,2018-08-01,22
FAI-SCC,2020-01-01,20
FAI-SEA,2018-08-01,185
FAI-SEA,2020-01-01,134
FAR-ATL,2020-01-01,4
FAR-AZA,2018-08-01,13
FAR-AZA,2020-01-01,25
FAR-DEN,2018-08-01,106
FAR-DEN,2020-01-01,78
FAR-DFW,2018-08-01,61
FAR-DFW,2020-01-01,43
FAR-LAS,2018-08-01,9
FAR-LAS,2020-01-01,12
FAR-LAX,2018-08-01,4
FAR-MSP,2018-08-01,232
FAR-MSP,2020-01-01,154
FAR-ORD,2018-08-01,154
FAR-ORD,2020-01-01,125
FAR-PHX,2020-01-01,36
FAR-SFB,2018-08-01,4
FAR-SFB,2020-01-01,7
FAT-DEN,2018-08-01,137
FAT-DEN,2020-01-01,94
FAT-DFW,2018-08-01,70
FAT-DFW,2020-01-01,58
FAT-LAS,2018-08-01,44
FAT-LAS,2020-01-01,44
FAT-LAX,2018-08-01,244
FAT-LAX,2020-01-01,156
FAT-ORD,2018-08-01,30
FAT-ORD,2020-01-01,26
FAT-PDX,2018-08-01,35
FAT-PDX,2020-01-01,55
FAT-PHX,2018-08-01,147
FAT-PHX,2020-01-01,126
FAT-SAN,2018-08-01,89
FAT-SAN,2020-01-01,75
FAT-SEA,2018-08-01,92
FAT-SEA,2020-01-01,59
FAT-SFO,2018-08-01,120
FAT-SFO,2020-01-01,89
FAT-SLC,2018-08-01,90
FAT-SLC,2020-01-01,85
FAY-ATL,2018-08-01,149
FAY-ATL,2020-01-01,117
FAY-CLT,2018-08-01,200
FAY-CLT,2020-01-01,164
FAY-IAD,2018-08-01,79
FCA-ATL,2018-08-01,4
FCA-AZA,2020-01-01,7
FCA-DEN,2018-08-01,121
FCA-DEN,2020-01-01,76
FCA-LAS,2018-08-01,9
FCA-LAS,2020-01-01,9
FCA-LAX,2018-08-01,43
FCA-MSP,2018-08-01,59
FCA-MSP,2020-01-01,31
FCA-OAK,2018-08-01,8
FCA-ORD,2018-08-01,30
FCA-ORD,2020-01-01,7
FCA-PDX,2018-08-01,31
FCA-SEA,2018-08-01,93
FCA-SFO,2018-08-01,34
FCA-SLC,2018-08-01,91
FCA-SLC,2020-01-01,98
FCA-SNA,2020-01-01,1
FLG-DFW,2018-08-01,3
FLG-DFW,2020-01-01,55
FLG-LAX,2018-08-01,4
FLG-PHX,2018-08-01,94
FLG-PHX,2020-01-01,99
FLL-ABE,2018-08-01,4
FLL-ABE,2020-01-01,4
FLL-ACY,2018-08-01,62
FLL-ACY,2020-01-01,73
FLL-ALB,2018-08-01,37
FLL-ALB,2020-01-01,45
FLL-ATL,2018-08-01,748
FLL-ATL,2020-01-01,696
FLL-AUS,2018-08-01,74
FLL-AUS,2020-01-01,82
FLL-AVL,2018-08-01,35
FLL-AVL,2020-01-01,40
FLL-BDL,2018-08-01,124
FLL-BDL,2020-01-01,124
FLL-BLV,2018-08-01,4
FLL-BNA,2018-08-01,127
FLL-BNA,2020-01-01,174
FLL-BOS,2018-08-01,216
FLL-BOS,2020-01-01,239
FLL-BQN,2018-08-01,56
FLL-BQN,2020-01-01,38
FLL-BUF,2018-08-01,65
FLL-BUF,2020-01-01,84
FLL-BWI,2018-08-01,355
FLL-BWI,2020-01-01,318
FLL-CHS,2018-08-01,31
FLL-CHS,2020-01-01,23
FLL-CLE,2018-08-01,66
FLL-CLE,2020-01-01,120
FLL-CLT,2018-08-01,195
FLL-CLT,2020-01-01,271
FLL-CMH,2018-08-01,39
FLL-CMH,2020-01-01,56
FLL-CVG,2018-08-01,53
FLL-CVG,2020-01-01,62
FLL-DAL,2018-08-01,70
FLL-DAL,2020-01-01,103
FLL-DCA,2018-08-01,214
FLL-DCA,2020-01-01,218
FLL-DEN,2018-08-01,115
FLL-DEN,2020-01-01,196
FLL-DFW,2018-08-01,278
FLL-DFW,2020-01-01,243
FLL-DTW,2018-08-01,206
FLL-DTW,2020-01-01,251
FLL-EWR,2018-08-01,401
FLL-EWR,2020-01-01,383
FLL-FNT,2020-01-01,9
FLL-GRR,2020-01-01,3
FLL-GSP,2018-08-01,11
FLL-GSP,2020-01-01,6
FLL-HDN,2020-01-01,8
FLL-HOU,2018-08-01,68
FLL-HOU,2020-01-01,104
FLL-HPN,2018-08-01,62
FLL-HPN,2020-01-01,51
FLL-IAD,2018-08-01,82
FLL-IAD,2020-01-01,68
FLL-IAG,2018-08-01,9
FLL-IAG,2020-01-01,17
FLL-IAH,2018-08-01,183
FLL-IAH,2020-01-01,186
FLL-IND,2018-08-01,47
FLL-IND,2020-01-01,65
FLL-ISP,2018-08-01,31
FLL-ISP,2020-01-01,55
FLL-JAX,2018-08-01,183
FLL-JAX,2020-01-01,101
FLL-JFK,2018-08-01,291
FLL-JFK,2020-01-01,318
FLL-LAS,2018-08-01,87
FLL-LAS,2020-01-01,84
FLL-LAX,2018-08-01,123
FLL-LAX,2020-01-01,178
FLL-LBE,2018-08-01,31
FLL-LBE,2020-01-01,19
FLL-LCK,2018-08-01,9
FLL-LCK,2020-01-01,9
FLL-LEX,2018-08-01,11
FLL-LEX,2020-01-01,10
FLL-LGA,2018-08-01,422
FLL-LGA,2020-01-01,332
FLL-LGB,2018-08-01,31
FLL-MCI,2018-08-01,31
FLL-MCI,2020-01-01,54
FLL-MCO,2018-08-01,210
FLL-MCO,2020-01-01,149
FLL-MDW,2018-08-01,104
FLL-MDW,2020-01-01,125
FLL-MEM,2018-08-01,9
FLL-MEM,2020-01-01,9
FLL-MKE,2020-01-01,26
FLL-MSP,2018-08-01,27
FLL-MSP,2020-01-01,84
FLL-MSY,2018-08-01,129
FLL-MSY,2020-01-01,143
FLL-MYR,2018-08-01,40
FLL-MYR,2020-01-01,24
FLL-ORD,2018-08-01,265
FLL-ORD,2020-01-01,300
FLL-ORF,2018-08-01,9
FLL-ORF,2020-01-01,7
FLL-ORH,2018-08-01,31
FLL-ORH,2020-01-01,27
FLL-PBG,2018-08-01,27
FLL-PBG,2020-01-01,26
FLL-PHL,2018-08-01,202
FLL-PHL,2020-01-01,280
FLL-PHX,2018-08-01,28
FLL-PHX,2020-01-01,43
FLL-PIT,2018-08-01,95
FLL-PIT,2020-01-01,98
FLL-PVD,2018-08-01,62
FLL-PVD,2020-01-01,80
FLL-RDU,2018-08-01,123
FLL-RDU,2020-01-01,136
FLL-RIC,2018-08-01,90
FLL-RIC,2020-01-01,79
FLL-ROC,2020-01-01,3
FLL-SAN,2018-08-01,30
FLL-SAN,2020-01-01,16
FLL-SAT,2018-08-01,31
FLL-SAT,2020-01-01,27
FLL-SDF,2018-08-01,10
FLL-SDF,2020-01-01,13
FLL-SEA,2018-08-01,62
FLL-SEA,2020-01-01,51
FLL-SFO,2018-08-01,93
FLL-SFO,2020-01-01,107
FLL-SJU,2018-08-01,296
FLL-SJU,2020-01-01,303
FLL-SLC,2018-08-01,62
FLL-SLC,2020-01-01,58
FLL-STL,2018-08-01,60
FLL-STL,2020-01-01,58
FLL-STT,2018-08-01,31
FLL-STT,2020-01-01,26
FLL-STX,2020-01-01,11
FLL-SWF,2018-08-01,30
FLL-SWF,2020-01-01,24
FLL-SYR,2018-08-01,13
FLL-SYR,2020-01-01,10
FLL-TPA,2018-08-01,181
FLL-TPA,2020-01-01,166
FLL-TTN,2020-01-01,20
FLL-TYS,2018-08-01,18
FLL-TYS,2020-01-01,11
FLL-USA,2018-08-01,31
FLL-USA,2020-01-01,31
FLO-CLT,2018-08-01,101
FNT-ATL,2018-08-01,89
FNT-ATL,2020-01-01,80
FNT-CLT,2020-01-01,50
FNT-FLL,2020-01-01,9
FNT-MSP,2018-08-01,86
FNT-MYR,2018-08-01,6
FNT-ORD,2018-08-01,192
FNT-ORD,2020-01-01,75
FNT-PGD,2018-08-01,9
FNT-PGD,2020-01-01,15
FNT-PIE,2018-08-01,17
FNT-PIE,2020-01-01,11
FNT-SFB,2018-08-01,13
FNT-SFB,2020-01-01,13
FNT-SRQ,2020-01-01,4
FSD-ATL,2018-08-01,30
FSD-ATL,2020-01-01,22
FSD-AZA,2018-08-01,13
FSD-AZA,2020-01-01,16
FSD-DEN,2018-08-01,136
FSD-DEN,2020-01-01,101
FSD-DFW,2018-08-01,60
FSD-DFW,2020-01-01,65
FSD-LAS,2018-08-01,15
FSD-LAS,2020-01-01,15
FSD-LAX,2018-08-01,4
FSD-MSP,2018-08-01,204
FSD-MSP,2020-01-01,146
FSD-ORD,2018-08-01,203
FSD-ORD,2020-01-01,38
FSD-PGD,2020-01-01,4
FSD-PHX,2018-08-01,27
FSD-PHX,2020-01-01,24
FSD-PIE,2018-08-01,4
FSD-PIE,2020-01-01,4
FSD-SFB,2018-08-01,4
FSD-SFB,2020-01-01,8
FSM-ATL,2018-08-01,62
FSM-ATL,2020-01-01,44
FSM-DFW,2018-08-01,115
FSM-DFW,2020-01-01,102
FWA-ATL,2018-08-01,122
FWA-ATL,2020-01-01,105
FWA-AZA,2020-01-01,2
FWA-CLT,2018-08-01,60
FWA-CLT,2020-01-01,55
FWA-DFW,2018-08-01,60
